Risk_Rank,Observation_ID,Risk_Score,Risk_Category,Priority_Level,Recommended_Action,Review_Status,Operational_Response,Planning_Response,Evidence_To_Check,Action_Rationale,Decision_Owner,Human_Approval_Required,Autonomous_Control
385,UCI_TEST_03309,0.3182297085889747,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
386,UCI_TEST_12151,0.3173638460341808,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
387,UCI_TEST_08751,0.3170704235729589,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
388,UCI_TEST_13660,0.3162897106692729,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
389,UCI_TEST_00367,0.315309743988266,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
390,UCI_TEST_14467,0.3119559020785573,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
391,UCI_TEST_11281,0.3113307860092204,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
392,UCI_TEST_11005,0.3105115687563052,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
393,UCI_TEST_01404,0.3099957425635559,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
394,UCI_TEST_10776,0.3053268172826037,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
395,UCI_TEST_14590,0.3051362732529124,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
396,UCI_TEST_01469,0.3044985981775476,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
397,UCI_TEST_09504,0.3038845344462655,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
398,UCI_TEST_10805,0.3035684149637655,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
399,UCI_TEST_13609,0.3034144348047419,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
400,UCI_TEST_01549,0.3032642969572695,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
401,UCI_TEST_08462,0.3032642969572695,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
402,UCI_TEST_01785,0.2984006772085813,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
403,UCI_TEST_08500,0.2980755272942654,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
404,UCI_TEST_06011,0.297294591033464,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
405,UCI_TEST_02571,0.2919946021810196,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
406,UCI_TEST_01968,0.2919619757926647,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
407,UCI_TEST_14665,0.2917279417080418,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
408,UCI_TEST_06780,0.291330680135226,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
409,UCI_TEST_01973,0.2912201923992444,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
410,UCI_TEST_12155,0.2909569617280124,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
411,UCI_TEST_00488,0.2850931725685569,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
412,UCI_TEST_08120,0.2848675426255477,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
413,UCI_TEST_08245,0.2847727326189861,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
414,UCI_TEST_15109,0.2786862689674965,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
415,UCI_TEST_03528,0.278243085397037,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
416,UCI_TEST_09135,0.2781569916060238,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
417,UCI_TEST_12469,0.2777958737738781,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
418,UCI_TEST_13564,0.2754892925690848,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
419,UCI_TEST_03041,0.2720981372166473,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
420,UCI_TEST_10392,0.2715082143192035,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
421,UCI_TEST_04506,0.2710347929256804,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
422,UCI_TEST_13984,0.2709616296146901,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
423,UCI_TEST_06140,0.2706945238671673,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
424,UCI_TEST_02788,0.2704898399775455,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
425,UCI_TEST_15465,0.264799611873071,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
426,UCI_TEST_02148,0.2646129679072833,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
427,UCI_TEST_11198,0.2636873813324626,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
428,UCI_TEST_00525,0.2585264958918552,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
429,UCI_TEST_07878,0.2584192170603286,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
430,UCI_TEST_00106,0.2583405247554433,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
431,UCI_TEST_12456,0.2580348862489207,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
432,UCI_TEST_02103,0.2576295420997296,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
433,UCI_TEST_14218,0.2572506609891956,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
434,UCI_TEST_09330,0.25710042389699,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
435,UCI_TEST_11693,0.2518207732249286,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
436,UCI_TEST_14968,0.2516950171597393,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
437,UCI_TEST_11970,0.2515022111741011,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
438,UCI_TEST_03791,0.251309274417597,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
439,UCI_TEST_10625,0.251309274417597,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
440,UCI_TEST_11608,0.2510560301299817,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
441,UCI_TEST_09530,0.2509857519859583,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
442,UCI_TEST_05146,0.2508071051669078,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
443,UCI_TEST_04517,0.2507677346319915,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
444,UCI_TEST_07632,0.2504204125810336,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
445,UCI_TEST_14600,0.2502369059343196,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
446,UCI_TEST_05316,0.2458422468916883,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
447,UCI_TEST_05191,0.2450102212248015,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
448,UCI_TEST_01401,0.2449448778407677,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
449,UCI_TEST_08669,0.2437337052014532,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
450,UCI_TEST_09426,0.243288962026982,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
451,UCI_TEST_07934,0.238512385817991,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
452,UCI_TEST_13839,0.2385100300744066,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
453,UCI_TEST_05083,0.2382959809294748,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
454,UCI_TEST_04974,0.2382246290660438,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
455,UCI_TEST_02483,0.2378894430753853,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
456,UCI_TEST_14223,0.2378259848357636,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
457,UCI_TEST_11636,0.2377641428036911,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
458,UCI_TEST_11604,0.2319736088414253,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
459,UCI_TEST_10837,0.2318414248648429,High,P2,Prioritize technical review and planned inspection,Human review required,Escalate for technical review and verify whether inspection or maintenance can be brought forward.,"Schedule inspection or planned maintenance within the approved maintenance planning window, subject to human review.","Recent trend/condition indicators, maintenance history, recurring defects, operating context.",Elevated risk warrants prioritized technical review and planned inspection.,Maintenance/Operations responsible person,Yes,No
